"Term","Section","Former","Title","Credits","Instructional Method","Location","Start Date","End Date","Meeting Days","Start Time","End Time","Instructor(s)","Seats Remaining","GERS","Purpose","Prequisites","Notes","Sort","Courses ID"
"Spring 2017 - Day","SOC-223-01","SOC-43","Urban Community", 4.0,"LEC","JHN 107","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Ms. Amy E. Jonason",2,"HB","undergraduate day","SOC-101","instructor permission now required","1","3847"
"Spring 2017 - Day","SOC-223-01","SOC-43","Urban Community", 4.0,"EXAM","JHN 107","05/01/17","05/01/17","M","08:30AM","11:00AM","",2,"HB","undergraduate day","SOC-101","instructor permission now required","2","3847"
"Spring 2017 - Day","SOC-241-01","SOC-40","Social Class in America", 4.0,"LEC","JHN 107","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Joseph Merry","FULL","HB","undergraduate day","SOC-101","instructor permission now required","1","3853"
"Spring 2017 - Day","SOC-241-01","SOC-40","Social Class in America", 4.0,"EXAM","JHN 107","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","HB","undergraduate day","SOC-101","instructor permission now required","2","3853"
"Spring 2017 - Day","SOC-242-01","SOC-42","Sociology of Gndr & Sexuality", 4.0,"LEC","JHN 105","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Kenneth Kolb","FULL","HB","undergraduate day","SOC-101","instructor permission now required","1","3854"
"Spring 2017 - Day","SOC-242-01","SOC-42","Sociology of Gndr & Sexuality", 4.0,"EXAM","JHN 105","05/02/17","05/02/17","T","08:30AM","11:00AM","","FULL","HB","undergraduate day","SOC-101","instructor permission now required","2","3854"
"Spring 2017 - Day","SOC-243-01","SOC-47","Race and Ethnic Relations", 4.0,"LEC","JHN 107","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Claire E. Whitlinger","FULL","HB","undergraduate day","SOC-101","instructor permission required","1","3855"
"Spring 2017 - Day","SOC-243-01","SOC-47","Race and Ethnic Relations", 4.0,"EXAM","JHN 107","05/02/17","05/02/17","T","12:00PM","02:30PM","","FULL","HB","undergraduate day","SOC-101","instructor permission required","2","3855"
"Spring 2017 - Day","SOC-303-01","SOC-52","Quantitative Research Seminar", 4.0,"LEC","JHN 107","01/09/17","04/25/17","TR","11:30AM","12:45PM","Dr. Joseph Merry",1,"","undergraduate day","SOC-302","","1","3859"
"Spring 2017 - Day","SOC-303-01","SOC-52","Quantitative Research Seminar", 4.0,"EXAM","JHN 107","04/27/17","04/27/17","R","12:00PM","02:30PM","",1,"","undergraduate day","SOC-302","","2","3859"
"Spring 2017 - Day","SOC-470-01","","Qualitative Research Seminar", 4.0,"SEM","JHN 106G","01/09/17","04/25/17","W","02:30PM","05:00PM","Dr. Kenneth Kolb",5,"","undergraduate day","SOC-101, SOC-302, and at least one more course numbered 200 or greater in Sociology","","1","3860"
"Spring 2017 - Day","SOC-470-01","","Qualitative Research Seminar", 4.0,"EXAM","JHN 106G","04/27/17","04/27/17","R","03:30PM","06:00PM","",5,"","undergraduate day","SOC-101, SOC-302, and at least one more course numbered 200 or greater in Sociology","","2","3860"
"Spring 2017 - Day","SOC-475-01","","Sociology Seminar", 4.0,"SEM","JHN 106G","01/09/17","04/25/17","MR","02:30PM","03:45PM","Dr. Paul Kooistra","FULL","","undergraduate day","SOC-101 and at least one more course numbered 200 or greater in Sociology","","1","3861"
"Spring 2017 - Day","SOC-475-01","","Sociology Seminar", 4.0,"EXAM","JHN 106G","05/01/17","05/01/17","M","03:30PM","06:00PM","","FULL","","undergraduate day","SOC-101 and at least one more course numbered 200 or greater in Sociology","","2","3861"
"Spring 2017 - Day","SPN-115-01","SPN-15","Intensive Elementary Spanish", 4.0,"LEC","FUR 230","01/09/17","04/25/17","MTRF","08:30AM","09:20AM","Dr. Sofia Kearns","FULL","","undergraduate day","appropriate placement","","1","3869"
"Spring 2017 - Day","SPN-115-01","SPN-15","Intensive Elementary Spanish", 4.0,"EXAM","FUR 230","04/28/17","04/28/17","F","08:30AM","11:00AM","","FULL","","undergraduate day","appropriate placement","","2","3869"
"Spring 2017 - Day","SPN-120-02","SPN-12","Elementary Spanish II", 4.0,"LEC","FUR 229","01/09/17","04/25/17","MTRF","10:30AM","11:20AM","Dr. Angelica Lozano-Alonso","FULL","","undergraduate day","SPN-110","","1","3870"
"Spring 2017 - Day","SPN-120-02","SPN-12","Elementary Spanish II", 4.0,"EXAM","FUR 229","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","","undergraduate day","SPN-110","","2","3870"
"Spring 2017 - Day","SPN-120-03","SPN-12","Elementary Spanish II", 4.0,"LEC","FUR 110","01/09/17","04/25/17","MTRF","10:30AM","11:20AM","Ms. Angeli S. Leal","FULL","","undergraduate day","SPN-110","","1","3870"
"Spring 2017 - Day","SPN-120-03","SPN-12","Elementary Spanish II", 4.0,"EXAM","FUR 110","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","","undergraduate day","SPN-110","","2","3870"
"Spring 2017 - Day","SPN-120-04","SPN-12","Elementary Spanish II", 4.0,"LEC","FUR 229","01/09/17","04/25/17","MTRF","11:30AM","12:20PM","Dr. Jeremy L. Cass","FULL","","undergraduate day","SPN-110","","1","3870"
"Spring 2017 - Day","SPN-120-04","SPN-12","Elementary Spanish II", 4.0,"EXAM","FUR 229","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","","undergraduate day","SPN-110","","2","3870"
"Spring 2017 - Day","SPN-120-05","SPN-12","Elementary Spanish II", 4.0,"LEC","FUR 110","01/09/17","04/25/17","MTRF","11:30AM","12:20PM","Bryan Betancur","FULL","","undergraduate day","SPN-110","","1","3870"
"Spring 2017 - Day","SPN-120-05","SPN-12","Elementary Spanish II", 4.0,"EXAM","FUR 110","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","","undergraduate day","SPN-110","","2","3870"
"Spring 2017 - Day","SPN-120-06","SPN-12","Elementary Spanish II", 4.0,"LEC","FUR 230","01/09/17","04/25/17","MTRF","01:30PM","02:20PM","Bryan Betancur","FULL","","undergraduate day","SPN-110","","1","3870"
"Spring 2017 - Day","SPN-120-06","SPN-12","Elementary Spanish II", 4.0,"EXAM","FUR 230","05/01/17","05/01/17","M","12:00PM","02:30PM","","FULL","","undergraduate day","SPN-110","","2","3870"
"Spring 2017 - Day","SPN-201-01","SPN-21","Intermediate Spanish I", 4.0,"LEC","FUR 111","01/09/17","04/25/17","MWF","08:30AM","09:20AM","Dr. Ronald J. Friis",10,"FL","undergraduate day","SPN-115 or SPN-120","","1","3871"
"Spring 2017 - Day","SPN-201-01","SPN-21","Intermediate Spanish I", 4.0,"EXAM","FUR 111","04/28/17","04/28/17","F","08:30AM","11:00AM","",10,"FL","undergraduate day","SPN-115 or SPN-120","","2","3871"
"Spring 2017 - Day","SPN-201-02","SPN-21","Intermediate Spanish I", 4.0,"LEC","FUR 111","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Lourdes Manye",2,"FL","undergraduate day","SPN-115 or SPN-120","","1","3871"
"Spring 2017 - Day","SPN-201-02","SPN-21","Intermediate Spanish I", 4.0,"EXAM","FUR 111","05/01/17","05/01/17","M","08:30AM","11:00AM","",2,"FL","undergraduate day","SPN-115 or SPN-120","","2","3871"
"Spring 2017 - Day","SPN-201-03","SPN-21","Intermediate Spanish I", 4.0,"LEC","FUR 229","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Stephanie Knouse",8,"FL","undergraduate day","SPN-115 or SPN-120","","1","3871"
"Spring 2017 - Day","SPN-201-03","SPN-21","Intermediate Spanish I", 4.0,"EXAM","FUR 229","05/01/17","05/01/17","M","08:30AM","11:00AM","",8,"FL","undergraduate day","SPN-115 or SPN-120","","2","3871"
"Spring 2017 - Day","SPN-201-04","SPN-21","Intermediate Spanish I", 4.0,"LEC","FUR 107","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Sofia Kearns","FULL","FL","undergraduate day","SPN-115 or SPN-120","","1","3871"
"Spring 2017 - Day","SPN-201-04","SPN-21","Intermediate Spanish I", 4.0,"EXAM","FUR 107","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","FL","undergraduate day","SPN-115 or SPN-120","","2","3871"
"Spring 2017 - Day","SPN-201-05","SPN-21","Intermediate Spanish I", 4.0,"LEC","FUR 106","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. Maria R. Rippon",1,"FL","undergraduate day","SPN-115 or SPN-120","","1","3871"
"Spring 2017 - Day","SPN-201-05","SPN-21","Intermediate Spanish I", 4.0,"EXAM","FUR 106","05/03/17","05/03/17","W","12:00PM","02:30PM","",1,"FL","undergraduate day","SPN-115 or SPN-120","","2","3871"
"Spring 2017 - Day","SPN-201-06","SPN-21","Intermediate Spanish I", 4.0,"LEC","FUR 118","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Dr. Maria R. Rippon","FULL","FL","undergraduate day","SPN-115 or SPN-120","","1","3871"
"Spring 2017 - Day","SPN-201-06","SPN-21","Intermediate Spanish I", 4.0,"EXAM","FUR 118","05/01/17","05/01/17","M","12:00PM","02:30PM","","FULL","FL","undergraduate day","SPN-115 or SPN-120","","2","3871"
"Spring 2017 - Day","SPN-201-07","SPN-21","Intermediate Spanish I", 4.0,"LEC","FUR 111","01/09/17","04/25/17","MWF","12:30PM","01:20PM","Dr. David Bost",10,"FL","undergraduate day","SPN-115 or SPN-120","","1","3871"
"Spring 2017 - Day","SPN-201-07","SPN-21","Intermediate Spanish I", 4.0,"EXAM","FUR 111","04/28/17","04/28/17","F","12:00PM","02:30PM","",10,"FL","undergraduate day","SPN-115 or SPN-120","","2","3871"
"Spring 2017 - Day","SPN-201-08","SPN-21","Intermediate Spanish I", 4.0,"LEC","FUR 127","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Ronald J. Friis",3,"FL","undergraduate day","SPN-115 or SPN-120","","1","3871"
"Spring 2017 - Day","SPN-201-08","SPN-21","Intermediate Spanish I", 4.0,"EXAM","FUR 127","05/01/17","05/01/17","M","08:30AM","11:00AM","",3,"FL","undergraduate day","SPN-115 or SPN-120","","2","3871"
"Spring 2017 - Day","SPN-215-01","SPN-25","Composition and Conversation", 4.0,"LEC","RLY 106","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. Adrian Massei",4,"FL","undergraduate day","SPN-201","","1","3873"
"Spring 2017 - Day","SPN-215-01","SPN-25","Composition and Conversation", 4.0,"EXAM","RLY 106","05/03/17","05/03/17","W","12:00PM","02:30PM","",4,"FL","undergraduate day","SPN-201","","2","3873"
"Spring 2017 - Day","SPN-215-02","SPN-25","Composition and Conversation", 4.0,"LEC","RLY 103","01/09/17","04/25/17","MWF","12:30PM","01:20PM","Dr. Adrian Massei",8,"FL","undergraduate day","SPN-201","","1","3873"
"Spring 2017 - Day","SPN-215-02","SPN-25","Composition and Conversation", 4.0,"EXAM","RLY 103","04/28/17","04/28/17","F","12:00PM","02:30PM","",8,"FL","undergraduate day","SPN-201","","2","3873"
"Spring 2017 - Day","SPN-215-03","SPN-25","Composition and Conversation", 4.0,"LEC","FUR 121","01/09/17","04/25/17","MWF","12:30PM","01:20PM","Dr. Angelica Lozano-Alonso",6,"FL","undergraduate day","SPN-201","","1","3873"
"Spring 2017 - Day","SPN-215-03","SPN-25","Composition and Conversation", 4.0,"EXAM","FUR 121","04/28/17","04/28/17","F","12:00PM","02:30PM","",6,"FL","undergraduate day","SPN-201","","2","3873"
"Spring 2017 - Day","SPN-215-04","SPN-25","Composition and Conversation", 4.0,"LEC","FUR 121","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Dr. Angelica Lozano-Alonso",10,"FL","undergraduate day","SPN-201","","1","3873"
"Spring 2017 - Day","SPN-215-04","SPN-25","Composition and Conversation", 4.0,"EXAM","FUR 121","05/01/17","05/01/17","M","12:00PM","02:30PM","",10,"FL","undergraduate day","SPN-201","","2","3873"
"Spring 2017 - Day","SPN-220-01","SPN-26","Spanish Civilization", 4.0,"LEC","FUR 110","01/09/17","04/25/17","MWF","12:30PM","01:20PM","Dr. Lourdes Manye",3,"","undergraduate day","SPN-201","","1","3874"
"Spring 2017 - Day","SPN-220-01","SPN-26","Spanish Civilization", 4.0,"EXAM","FUR 110","04/28/17","04/28/17","F","12:00PM","02:30PM","",3,"","undergraduate day","SPN-201","","2","3874"
"Spring 2017 - Day","SPN-270-01","","Intro to Literary Analysis", 4.0,"LEC","FUR 201","01/09/17","04/25/17","MWF","10:30AM","11:20AM","Dr. Ronald J. Friis","FULL","TA","undergraduate day","SPN-215","","1","5398"
"Spring 2017 - Day","SPN-270-01","","Intro to Literary Analysis", 4.0,"EXAM","FUR 201","05/03/17","05/03/17","W","08:30AM","11:00AM","","FULL","TA","undergraduate day","SPN-215","","2","5398"
"Spring 2017 - Day","SPN-305A-01","SPN-40","Adv Spanish Oral & Wrtn Exprsn", 4.0,"LEC","FUR 227","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Dr. Bill Prince",1,"","undergraduate day","SPN-215 or 301 and one other Spanish course numbered 300 or  greater","","1","5572"
"Spring 2017 - Day","SPN-305A-01","SPN-40","Adv Spanish Oral & Wrtn Exprsn", 4.0,"EXAM","FUR 227","05/01/17","05/01/17","M","12:00PM","02:30PM","",1,"","undergraduate day","SPN-215 or 301 and one other Spanish course numbered 300 or  greater","","2","5572"
"Spring 2017 - Day","SPN-332-01","SPN-32","Survey Spanish Literature II", 4.0,"LEC","FUR 118","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. Linda Bartlett",20,"TA","undergraduate day","SPN-270","","1","3883"
"Spring 2017 - Day","SPN-332-01","SPN-32","Survey Spanish Literature II", 4.0,"EXAM","FUR 118","05/03/17","05/03/17","W","12:00PM","02:30PM","",20,"TA","undergraduate day","SPN-270","","2","3883"
"Spring 2017 - Day","SPN-361-01","SPN-37","Survey of Spanish Amer Lit", 4.0,"LEC","FUR 117","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Jeremy L. Cass",18,"TA","undergraduate day","SPN-270","","1","3886"
"Spring 2017 - Day","SPN-361-01","SPN-37","Survey of Spanish Amer Lit", 4.0,"EXAM","FUR 117","05/02/17","05/02/17","T","08:30AM","11:00AM","",18,"TA","undergraduate day","SPN-270","","2","3886"
"Spring 2017 - Day","SPN-400A-01","","Bilingualism", 4.0,"LEC","HIP 209","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Dr. Stephanie Knouse",5,"HB","undergraduate day","","","1","5853"
"Spring 2017 - Day","SPN-400A-01","","Bilingualism", 4.0,"EXAM","HIP 209","05/03/17","05/03/17","W","12:00PM","02:30PM","",5,"HB","undergraduate day","","","2","5853"
"Spring 2017 - Day","SPN-460C-01","SPN-61","Lit & Power in Contem Lat Amer", 4.0,"LEC","RLY 109E","01/09/17","04/25/17","W","02:30PM","05:00PM","Dr. Adrian Massei",4,"TA","undergraduate day","SPN-331, SPN-332 or SPN-361","","1","5468"
"Spring 2017 - Day","SPN-460C-01","SPN-61","Lit & Power in Contem Lat Amer", 4.0,"EXAM","RLY 109E","04/27/17","04/27/17","R","03:30PM","06:00PM","",4,"TA","undergraduate day","SPN-331, SPN-332 or SPN-361","","2","5468"
"Spring 2017 - Day","SUS-120-01","","Sustainability Science", 4.0,"LEC","RNK 152","01/09/17","04/25/17","TR","01:00PM","02:15PM","Dr. Courtney E. Quinn","FULL","NE NWL","undergraduate day","","freshmen ONLY","1","4906"
"Spring 2017 - Day","SUS-120-01","","Sustainability Science", 4.0,"LAB","RNK 152","01/09/17","04/25/17","R","02:30PM","05:20PM","Dr. Courtney E. Quinn","FULL","NE NWL","undergraduate day","","freshmen ONLY","2","4906"
"Spring 2017 - Day","SUS-120-01","","Sustainability Science", 4.0,"EXAM","RNK 152","05/02/17","05/02/17","T","12:00PM","02:30PM","","FULL","NE NWL","undergraduate day","","freshmen ONLY","3","4906"
"Spring 2017 - Day","SUS-120-02","","Sustainability Science", 4.0,"LEC","RNK 152","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Karen Allen","FULL","NE NWL","undergraduate day","","freshmen ONLY","1","4906"
"Spring 2017 - Day","SUS-120-02","","Sustainability Science", 4.0,"LAB","RNK 152","01/09/17","04/25/17","M","02:30PM","05:20PM","Karen Allen","FULL","NE NWL","undergraduate day","","freshmen ONLY","2","4906"
"Spring 2017 - Day","SUS-120-02","","Sustainability Science", 4.0,"EXAM","RNK 152","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","NE NWL","undergraduate day","","freshmen ONLY","3","4906"
"Spring 2017 - Day","SUS-241-01","","Social Systems", 4.0,"LEC","RNK 152","01/09/17","04/25/17","MWF","09:30AM","10:20AM","Dr. Matthew C. Cohen","FULL","","undergraduate day","SUS-120. EES-112 recommended as well.","","1","4907"
"Spring 2017 - Day","SUS-241-01","","Social Systems", 4.0,"LAB","RNK 152","01/09/17","04/25/17","T","02:30PM","05:20PM","Dr. Matthew C. Cohen","FULL","","undergraduate day","SUS-120. EES-112 recommended as well.","","2","4907"
"Spring 2017 - Day","SUS-241-01","","Social Systems", 4.0,"EXAM","RNK 152","05/01/17","05/01/17","M","08:30AM","11:00AM","","FULL","","undergraduate day","SUS-120. EES-112 recommended as well.","","3","4907"
"Spring 2017 - Day","SUS-242-01","","Dynamic System Modeling", 4.0,"LEC","PYR 118","01/09/17","04/25/17","MR","02:30PM","05:20PM","Dr. Brannon Andersen","FULL","","undergraduate day","EES-110, EES-112, EES-113 or SUS-120","","1","4909"
"Spring 2017 - Day","SUS-242-01","","Dynamic System Modeling", 4.0,"LAB"," ","01/09/17","04/25/17","","","","","FULL","","undergraduate day","EES-110, EES-112, EES-113 or SUS-120","","2","4909"
"Spring 2017 - Day","SUS-242-01","","Dynamic System Modeling", 4.0,"EXAM","PYR 118","05/01/17","05/01/17","M","03:30PM","06:00PM","","FULL","","undergraduate day","EES-110, EES-112, EES-113 or SUS-120","","3","4909"
"Spring 2017 - Day","SUS-282-01","","Sustainable Energy Systems", 4.0,"LEC","PYR 108","01/09/17","04/25/17","TR","10:00AM","11:15AM","Dr. Ruth F. Aronoff",5,"","undergraduate day","","","1","5767"
"Spring 2017 - Day","SUS-282-01","","Sustainable Energy Systems", 4.0,"LAB","PYR 108","01/09/17","04/25/17","T","02:30PM","05:20PM","",5,"","undergraduate day","","","2","5767"
"Spring 2017 - Day","SUS-282-01","","Sustainable Energy Systems", 4.0,"EXAM","PYR 108","05/02/17","05/02/17","T","08:30AM","11:00AM","",5,"","undergraduate day","","","3","5767"
"Spring 2017 - Day","SUS-380-01","","Ecological Economics", 4.0,"LEC","RNK 152","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Karen Allen","FULL","","undergraduate day","","","1","5768"
"Spring 2017 - Day","SUS-380-01","","Ecological Economics", 4.0,"LAB","RNK 152","01/09/17","04/25/17","W","02:30PM","05:20PM","","FULL","","undergraduate day","","","2","5768"
"Spring 2017 - Day","SUS-380-01","","Ecological Economics", 4.0,"EXAM","RNK 152","05/01/17","05/01/17","M","12:00PM","02:30PM","","FULL","","undergraduate day","","","3","5768"
"Spring 2017 - Day","THA-001-01","THA-01","Theatre Practicum", 0.0,"","","","","","","","Dr. Jay E. Oney","FULL","","undergraduate day","","",1
"Spring 2017 - Day","THA-101-01","THA-11","Introduction to Theatre", 4.0,"LEC","TPH MTR","01/09/17","04/25/17","TR","10:00AM","11:15AM","Mr. Jason S. Adkins",1,"VP","undergraduate day","","","1","3709"
"Spring 2017 - Day","THA-101-01","THA-11","Introduction to Theatre", 4.0,"EXAM","TPH MTR","05/02/17","05/02/17","T","08:30AM","11:00AM","",1,"VP","undergraduate day","","","2","3709"
"Spring 2017 - Day","THA-101-02","THA-11","Introduction to Theatre", 4.0,"LEC","TPH MTR","01/09/17","04/25/17","TR","11:30AM","12:45PM","Mr. Jason S. Adkins","FULL","VP","undergraduate day","","","1","3709"
"Spring 2017 - Day","THA-101-02","THA-11","Introduction to Theatre", 4.0,"EXAM","TPH MTR","04/27/17","04/27/17","R","12:00PM","02:30PM","","FULL","VP","undergraduate day","","","2","3709"
"Spring 2017 - Day","THA-115-01","THA-25","Stagecraft", 4.0,"LEC","TPH MTR","01/09/17","04/25/17","MWF","11:30AM","12:20PM","Rhett Bryson","FULL","","undergraduate day","THA-101 THA-111 or THA-120","","1","3715"
"Spring 2017 - Day","THA-115-01","THA-25","Stagecraft", 4.0,"LAB","TPH MTR","01/09/17","04/25/17","","","","","FULL","","undergraduate day","THA-101 THA-111 or THA-120","","2","3715"
"Spring 2017 - Day","THA-115-01","THA-25","Stagecraft", 4.0,"EXAM","TPH MTR","05/03/17","05/03/17","W","12:00PM","02:30PM","","FULL","","undergraduate day","THA-101 THA-111 or THA-120","","3","3715"
"Spring 2017 - Day","THA-116-01","THA-26","Costume Crafts", 4.0,"LEC","TPH CST","01/09/17","04/25/17","TR","11:30AM","12:45PM","Mrs. Margaret R. Caterisano","FULL","VP","undergraduate day","","","1","3717"
"Spring 2017 - Day","THA-116-01","THA-26","Costume Crafts", 4.0,"LAB","TPH CST","01/09/17","04/25/17","","","","Doug Berky","FULL","VP","undergraduate day","","","2","3717"
"Spring 2017 - Day","THA-116-01","THA-26","Costume Crafts", 4.0,"EXAM","TPH CST","04/27/17","04/27/17","R","12:00PM","02:30PM","","FULL","VP","undergraduate day","","","3","3717"
"Spring 2017 - Day","THA-230-01","THA-36","Rdngs in Dramatic Literature", 4.0,"LEC","TPH ANX","01/09/17","04/25/17","MWF","01:30PM","02:20PM","Randall D. Cook",11,"TA","undergraduate day","","","1","3731"
